"","name","price","rating","votes_cnt","subzone","lat","lng","kuchnia1","n","lng_utm","lat_utm"
"1123","Restauracja modern china, Wilanów",80,3.2,7,"Wilanów",52.161575,21.080528,"Chiñska",1,505508.365178993,5779012.34884833
"1124","Restauracja bay kebab, Wilanów",97,3.3,11,"Wilanów",52.163202,21.070868,"Kebab",2,504847.414509128,5779192.62395237
"1125","Restauracja moye sushi, Wilanów",100,3.3,4,"Wilanów",52.161248,21.0821,"Sushi",2,505615.935999425,5778976.09850455
"1126","Restauracja haiku, Wilanów",110,3.3,9,"Wilanów",52.161248,21.0821,"Japoñska",2,505615.935999425,5778976.09850455
"1127","Restauracja green caffe nero, Wilanów",45,3.3,5,"Wilanów",52.163907,21.082827,"Kawiarnia",1,505665.327762599,5779271.90470612
"1128","Restauracja batida, Wilanów",45,3.3,6,"Wilanów",52.159899,21.073244,"Kawiarnia",2,505010.305234025,5778825.40625451
"1129","Restauracja mada, Wilanów",100,3.4,8,"Wilanów",52.231924,21.006727,"Gruziñska",1,500459.421849992,5786833.99178822
"1130","Restauracja zielona budka, Wilanów",35,3,6,"Wilanów",52.161091,21.088762,"Desery",3,506071.662096383,5778959.17265536
"1131","Restauracja ohh sushi grill, Wilanów",160,3.3,9,"Wilanów",52.174918,21.07869,"Sushi",2,505381.030453735,5780496.29959028
"1132","Restauracja pub z³oty król, Wilanów",70,3.2,5,"Wilanów",52.166124,21.086176,"Polska",1,505894.104826948,5779518.75944611
"1133","Restauracja lemon shark, Wilanów",100,3.4,6,"Wilanów",52.162538,21.078018,"Miêdzynarodowa",1,505336.558229486,5779119.27178436
"1134","Restauracja restauracja wilanów, Wilanów",170,3.3,4,"Wilanów",52.166124,21.086176,"Polska",1,505894.104826948,5779518.75944611
"1135","Restauracja kebab ksanto, Wilanów",30,3,8,"Wilanów",52.169913,21.083745,"Kebab",1,505727.347356687,5779940.00005635
"1136","Restauracja sushi atelier, Wilanów",120,3.3,5,"Wilanów",52.159899,21.073244,"Sushi",1,505010.305234025,5778825.40625451
"1137","Restauracja karczma grill, Wilanów",90,2.9,4,"Wilanów",52.177037,21.074695,"Gruziñska",2,505107.59911554,5780731.69898888
"1138","Restauracja sushi zume, Wilanów",120,3.1,7,"Wilanów",52.163087,21.080219,"Sushi",1,505487.042670147,5779180.49899392
"1139","Restauracja la stella, Wilanów",80,2.9,8,"Wilanów",52.171539,21.058698,"W³oska",2,504014.228846882,5780119.17184974
"1140","Restauracja sphinx, Wilanów",100,3.1,4,"Wilanów",52.167294,21.086056,"Arabska",3,505885.742921375,5779648.88409916
"1141","Restauracja azteca, Wilanów",100,NA,0,"Wilanów",52.161384,21.073603,"Amerykañska",1,505034.695301819,5778990.60152824
"1142","Restauracja winqiel, Wilanów",100,NA,0,"Wilanów",52.163907,21.082827,"Polska",1,505665.327762599,5779271.90470612
"1143","Restauracja u hanki, Wilanów",50,NA,0,"Wilanów",52.172326,21.067691,"Polska",1,504629.158852367,5780207.24256103
"1144","Restauracja jesz lody tradycyjne, Wilanów",20,NA,0,"Wilanów",52.158564,21.074625,"Lodziarnia",1,505104.926186626,5778677.01602012
"1145","Restauracja cukiernia cieœlikowski, Wilanów",40,3.1,4,"Wilanów",52.1588,21.079714,"Desery",1,505453.024185452,5778703.63559558
"1146","Restauracja w kropki bordo, Wilanów",60,3.2,6,"Wilanów",52.16693,21.10885,"Kawiarnia",2,507444.783734909,5779610.49212041
"1147","Restauracja costa coffee, Wilanów",40,NA,0,"Wilanów",52.159899,21.073244,"Kawiarnia",1,505010.305234025,5778825.40625451
"1148","Restauracja uk³adanka cafe, Wilanów",60,NA,0,"Wilanów",52.164069,21.074186,"Kawiarnia",1,505074.269095798,5779289.28371979
"1149","Restauracja augustus, Wilanów",110,NA,0,"Wilanów",52.183074,21.077142,"Polska",1,505274.209323165,5781403.34692154
"1150","Restauracja hrabina chce jeœæ, Wilanów",30,NA,0,"Wilanów",52.168304,21.108023,"Desery",1,507387.993610999,5779763.23206794
"1151","Restauracja gusto dominium, Wilanów",80,NA,0,"Wilanów",52.158713,21.066657,"Pizza",1,504559.838303204,5778693.05796004
"1152","Restauracja marcopolo house, Wilanów",140,NA,0,"Wilanów",52.126872,21.09714,"Europejska",3,506649.844218206,5775153.8801396
"1153","Restauracja mcdonalds, Wilanów",40,NA,0,"Wilanów",52.169913,21.083745,"Fast Food",1,505727.347356687,5779940.00005635
"1154","Restauracja strza³kowski, Wilanów",30,NA,0,"Wilanów",52.168391,21.076144,"Desery",2,505207.690303808,5779770.14115073
"1155","Restauracja biesiadowo, Wilanów",60,NA,0,"Wilanów",52.165565,21.074748,"Pizza",1,505112.53804345,5779455.71720025
"1156","Restauracja chinkalia, Wilanów",60,NA,0,"Wilanów",52.160228,21.091454,"Ukraiñska",2,506255.926207254,5778863.41344482
"1157","Restauracja telepizza, Wilanów",60,NA,0,"Wilanów",52.158713,21.066657,"Pizza",1,504559.838303204,5778693.05796004
"1158","Restauracja grycan, Wilanów",40,NA,0,"Wilanów",52.165194,21.07151,"Lodziarnia",2,504891.109301494,5779414.22911807
"1159","Restauracja sushiroll, Wilanów",50,NA,0,"Wilanów",52.164964,21.068232,"Sushi",1,504666.926196993,5779388.43120804
"1160","Restauracja subway, Wilanów",40,NA,0,"Wilanów",52.159899,21.073244,"Fast Food",1,505010.305234025,5778825.40625451
"1161","Restauracja ecochef, Wilanów",20,NA,0,"Wilanów",52.166488,21.074592,"Zdrowe jedzenie",3,505101.762557071,5779558.36779207
"1162","Restauracja starbucks coffee, Wilanów",35,NA,0,"Wilanów",52.164295,21.069619,"Kawiarnia",1,504761.865493973,5779314.11117985
"1163","Restauracja restauracja by desilva, Wilanów",100,NA,0,"Wilanów",52.17122,21.07301,"Miêdzynarodowa",1,504993.031063232,5780084.57928502
"1164","Restauracja otr?busy, Wilanów",20,NA,0,"Wilanów",52.165194,21.07151,"Piekarnia",2,504891.109301494,5779414.22911807
"1165","Restauracja molo kids cafe, Wilanów",40,NA,0,"Wilanów",52.159899,21.073244,"Kawiarnia",1,505010.305234025,5778825.40625451
"1166","Restauracja powsinianka, Wilanów",100,NA,0,"Wilanów",52.128057,21.097781,"Miêdzynarodowa",1,506693.547133488,5775285.74095222
"1167","Restauracja organic coffee, Wilanów",45,NA,0,"Wilanów",52.159899,21.073244,"Kawiarnia",2,505010.305234025,5778825.40625451
"1168","Restauracja clubhouse bistro, Wilanów",80,NA,0,"Wilanów",52.175852,21.07024,"Polska",1,504803.096569884,5780599.59162385
"1169","Restauracja miss kimchi, Wola",70,4.4,276,"Wola",52.235116,20.9908,"Azjatycka",2,499371.729172129,5787189.0478121
"1170","Restauracja pe³n¹ par¹, Wola",60,4.7,398,"Wola",52.230755,20.994578,"Chiñska",2,499629.693667062,5786703.95968029
"1171","Restauracja sushi wola, Wola",100,4.3,398,"Wola",52.226226,20.981906,"Sushi",2,498764.108341075,5786200.35217494
"1172","Restauracja byd³o i powid³o meat ing place, Wola",100,4.4,208,"Wola",52.22625,20.98299,"Amerykañska",3,498838.150448003,5786203.00369768
"1173","Restauracja shoku, Wola",130,4.4,108,"Wola",52.232127,20.977773,"Japoñska",2,498482.009391531,5786856.78235473
"1174","Restauracja tapas gastrobar, Wola",130,4.2,154,"Wola",52.23384,20.98573,"Hiszpañska",1,499025.469371853,5787047.17784353
"1175","Restauracja parnik, Wola",40,4.2,210,"Wola",52.234108,20.968314,"Chiñska",2,497836.104330199,5787077.36382385
"1176","Restauracja bombaj masala, Wola",120,4,195,"Wola",52.23632,20.99649,"Indyjska",1,499760.307506404,5787322.931433
"1177","Restauracja sagarmatha nepal, Wola",50,4.2,138,"Wola",52.236852,20.966476,"Nepalska",1,497710.725079268,5787382.62802741
"1178","Restauracja tgi fridays, Wola",140,4.1,111,"Wola",52.239129,20.995142,"Steak",3,499668.275605434,5787635.37439212
"1179","Restauracja legal cakes, Wola",30,4.1,75,"Wola",52.238055,20.991153,"Desery",4,499395.875554157,5787515.94194807
"1180","Restauracja folk gospoda, Wola",140,3.7,137,"Wola",52.235229,20.991846,"Polska",1,499443.162247542,5787201.60794615
"1181","Restauracja dowoli, Wola",120,3.8,62,"Wola",52.238055,20.991153,"Europejska",2,499395.875554157,5787515.94194807
"1182","Restauracja u madziara, Wola",80,4,95,"Wola",52.238055,20.991153,"Wêgierska",1,499395.875554157,5787515.94194807
"1183","Restauracja ziggi point, Wola",50,3.8,122,"Wola",52.231903,20.995723,"Steak",3,499707.901266498,5786831.64331457
"1184","Restauracja le cedre 84, Wola",130,4.2,86,"Wola",52.241656,20.991759,"Libañska",1,499437.302291834,5787916.46692594
"1185","Restauracja bohemia, Wola",100,4.1,52,"Wola",52.236676,20.996297,"Czeska",3,499747.129856793,5787362.52901956
"1186","Restauracja u ch³opaków, Wola",120,3.2,76,"Wola",52.238055,20.991153,"Europejska",3,499395.875554157,5787515.94194807
"1187","Restauracja z³oty ry¿, Wola",65,3.6,64,"Wola",52.245752,20.9901,"Chiñska",2,499324.087561252,5788372.06881969
"1188","Restauracja stixx bar grill, Wola",100,3.9,60,"Wola",52.23251,20.9843,"Grill",2,498927.779388788,5786899.26576582
"1189","Restauracja 77 sushi, Wola",120,3.7,77,"Wola",52.230078,20.993252,"Sushi",2,499539.124835008,5786628.66645648
"1190","Restauracja czerwony wieprz, Wola",140,3.8,94,"Wola",52.237027,20.989815,"Polska",1,499304.493089503,5787401.61222579
"1191","Restauracja gruba ryba, Wola",100,4,57,"Wola",52.231145,20.977555,"Sushi",3,498467.087281387,5786747.56179381
"1192","Restauracja rasoi, Wola",60,4,66,"Wola",52.231924,21.006727,"Indyjska",1,500459.421849992,5786833.99178822
"1193","Restauracja la bufala, Wola",100,3.6,80,"Wola",52.231924,21.006727,"W³oska",1,500459.421849992,5786833.99178822
"1194","Restauracja chmielarnia, Wola",100,4,84,"Wola",52.231089,20.995524,"Tajska",2,499694.304922975,5786741.10516292
"1195","Restauracja spokojna 15, Wola",70,3.6,53,"Wola",52.251701,20.974965,"W³oska",2,498290.989431152,5789034.0106632
"1196","Restauracja casa sicilia, Wola",120,3.7,32,"Wola",52.238261,20.987712,"Desery",4,499160.908012382,5787538.88904618
"1197","Restauracja la maison, Wola",180,3.8,53,"Wola",52.236577,20.990533,"Francuska",3,499353.516886403,5787351.55327591
"1198","Restauracja manty, Wola",50,3.7,48,"Wola",52.239179,20.994366,"Azjatycka",1,499615.287538385,5787640.93959687
"1199","Restauracja trattoria boccone, Wola",80,2.9,51,"Wola",52.231145,20.977555,"W³oska",1,498467.087281387,5786747.56179381
"1200","Restauracja pizzeria z³ota 65, Wola",80,3.9,41,"Wola",52.229815,20.998158,"W³oska",2,499874.194269291,5786599.39384563
"1201","Restauracja columbus coffee, Wola",40,3.9,28,"Wola",52.232127,20.977773,"Kawiarnia",2,498482.009391531,5786856.78235473
"1202","Restauracja bay kebab, Wola",50,3.8,33,"Wola",52.242402,20.992533,"Kebab",2,499490.159770385,5787999.43686736
"1203","Restauracja trattoria toscana, Wola",110,3.8,56,"Wola",52.236577,20.990533,"W³oska",2,499353.516886403,5787351.55327591
"1204","Restauracja masami sushi, Wola",120,3.9,33,"Wola",52.23021,20.96954,"Sushi",1,497919.647935029,5786643.76411857
"1205","Restauracja cafe furkot, Wola",100,3.7,37,"Wola",52.238055,20.991153,"Polska",2,499395.875554157,5787515.94194807
"1206","Restauracja del forno, Wola",120,3.8,27,"Wola",52.243358,20.94368,"W³oska",2,496154.602444087,5788107.23828127
"1207","Restauracja chicagos, Wola",100,2.5,60,"Wola",52.230361,20.993196,"Amerykañska",1,499535.303099653,5786660.14411569
"1208","Restauracja klimczok, Wola",120,3.7,43,"Wola",52.237907,20.974048,"Polska",1,498227.841115588,5787499.76071542
"1209","Restauracja winosfera, Wola",200,3.8,36,"Wola",52.236791,20.988002,"Œródziemnomorska",3,499180.683734243,5787375.38152017
"1210","Restauracja miau cafe, Wola",40,4,35,"Wola",52.24377,20.962572,"Kawiarnia",1,497444.527521363,5788152.22967472
"1211","Restauracja karczma soplicowo, Wola",130,3.4,57,"Wola",52.241387,20.933531,"Polska",1,495461.451516054,5787888.59607513
"1212","Restauracja ogieñ czy woda restauracja florian, Wola",160,2.8,41,"Wola",52.238522,20.994119,"Polska",2,499598.415442734,5787567.86454942
"1213","Restauracja bistro odolany, Wola",80,3.7,26,"Wola",52.22556,20.95161,"Europejska",3,496694.722524786,5786127.22390221
"1214","Restauracja smocza fajne miejsce, Wola",75,3.6,20,"Wola",52.246886,20.985006,"Polska",1,498976.325987707,5788498.26056211
"1215","Restauracja parowóz, Wola",40,3,33,"Wola",52.20677,20.96849,"Chiñska",2,497846.801988782,5784036.63417526
"1216","Restauracja pan szama, Wola",50,3.9,34,"Wola",52.22534,20.92928,"Europejska",2,495169.448844059,5786104.00707854
"1217","Restauracja restro, Wola",120,3.8,44,"Wola",52.231649,20.995889,"Œródziemnomorska",2,499719.236673631,5786803.39093859
"1218","Restauracja il sole, Wola",140,2.6,35,"Wola",52.237868,20.995523,"W³oska",4,499694.283201864,5787495.11500128
"1219","Restauracja pompon, Wola",50,3.6,37,"Wola",52.236278,20.972093,"Kawiarnia",2,498094.272174447,5787318.62098034
"1220","Restauracja fusion hotel westin, Wola",300,3.8,14,"Wola",52.2354,20.99676,"Miêdzynarodowa",1,499778.740816011,5787220.6014387
"1221","Restauracja mississippi, Wola",90,3.7,28,"Wola",52.243163,20.952552,"Amerykañska",3,496760.347565,5788085.11523942
"1222","Restauracja wabu sushi, Wola",100,3.9,23,"Wola",52.232816,20.984093,"Japoñska",1,498913.649937133,5786933.30438972
"1223","Restauracja mojo picón, Wola",70,3.7,28,"Wola",52.23279,20.997406,"Drinki",3,499822.845683146,5786930.29644155
"1224","Restauracja melody lody naturalne, Wola",20,4.1,30,"Wola",52.244366,20.9907,"Desery",2,499365.032167449,5788217.90208428
"1225","Restauracja new york burger, Wola",40,3.4,28,"Wola",52.241634,20.977231,"Burgery",2,498445.325763876,5787914.23215274
"1226","Restauracja tsong kha momo, Wola",40,3.7,28,"Wola",52.231924,21.006727,"Azjatycka",1,500459.421849992,5786833.99178822
"1227","Restauracja chwila da klub, Wola",50,3.7,37,"Wola",52.238626,20.988624,"Przek¹ski",1,499223.190743124,5787579.47686911
"1228","Restauracja korsarz, Wola",80,3.6,31,"Wola",52.243982,20.965611,"Polska",2,497652.032582403,5788175.7070847
"1229","Restauracja kwitn¹ca wiœnia, Wola",120,3.4,24,"Wola",52.230134,20.969321,"Sushi",1,497904.687131502,5786635.31715886
"1230","Restauracja rong vang, Wola",130,2.6,33,"Wola",52.238556,20.977792,"Wietnamska",2,498483.526104226,5787571.86233012
"1231","Restauracja tozo cafe, Wola",40,3.3,20,"Wola",52.239227,20.948217,"Kawiarnia",1,496464.049833101,5787647.52679107
"1232","Restauracja ch³odna 25, Wola",60,3.8,26,"Wola",52.236993,20.988802,"Kawiarnia",2,499235.31739492,5787397.84070073
"1233","Restauracja kercelak, Wola",50,3.7,25,"Wola",52.236992,20.98769,"Polska",1,499159.381757727,5787397.7417885
"1234","Restauracja vintuna, Wola",40,3.7,26,"Wola",52.241689,20.945122,"Azjatycka",3,496252.918241293,5787921.52415593
"1235","Restauracja przystanek ko³o, Wola",70,3.8,24,"Wola",52.247376,20.947816,"Polska",1,496437.320628878,5788553.93892972
"1236","Restauracja street, Wola",120,3.7,32,"Wola",52.234381,20.996757,"Grill",4,499778.530875003,5787107.26082606
"1237","Restauracja papryczka, Wola",100,3.6,35,"Wola",52.24377,20.962572,"W³oska",2,497444.527521363,5788152.22967472
"1238","Restauracja bao long, Wola",60,3.3,30,"Wola",52.246886,20.985006,"Azjatycka",2,498976.325987707,5788498.26056211
"1239","Restauracja tobaya so, Wola",150,3.6,27,"Wola",52.237324,20.981781,"Azjatycka",4,498755.880629655,5787434.75425233
"1240","Restauracja heyoo dubai, Wola",110,3.1,33,"Wola",52.252198,20.984404,"Arabska",2,498935.353261728,5789089.11014049
"1241","Restauracja burger chata, Wola",55,3.6,27,"Wola",52.231924,21.006727,"Burgery",3,500459.421849992,5786833.99178822
"1242","Restauracja pizzeria dodo, Wola",50,3.5,38,"Wola",52.23738,20.966058,"Pizza",3,497682.208349283,5787441.3693487
"1243","Restauracja pizza eataliano, Wola",40,2.5,36,"Wola",52.24131,20.93087,"Pizza",2,495279.748479897,5787880.20154662
"1244","Restauracja u sióstr, Wola",90,2.9,27,"Wola",52.229517,20.999282,"Ukraiñska",1,499950.961390097,5786566.24678315
"1245","Restauracja otto pizza, Wola",100,3.7,30,"Wola",52.239004,20.982789,"Pizza",2,498824.758218357,5787621.59939893
"1246","Restauracja galeria wypieków, Wola",30,3.7,23,"Wola",52.241246,20.992721,"Piekarnia",2,499502.983331471,5787870.85664737
"1247","Restauracja u przyjació³, Wola",100,3.4,30,"Wola",52.241501,20.946123,"Miêdzynarodowa",1,496321.251188038,5787900.56211725
"1248","Restauracja maœlanka, Wola",30,2.6,27,"Wola",52.231924,21.006727,"Polska",2,500459.421849992,5786833.99178822
"1249","Restauracja montownia smaków, Wola",70,3.5,26,"Wola",52.231924,21.006727,"Europejska",1,500459.421849992,5786833.99178822
"1250","Restauracja apropos bistro, Wola",40,3.4,10,"Wola",52.249888,20.985996,"Miêdzynarodowa",1,499043.980036115,5788832.15216813
"1251","Restauracja wrapeat, Wola",35,3.4,21,"Wola",52.24131,20.93087,"Zdrowe jedzenie",1,495279.748479897,5787880.20154662
"1252","Restauracja kids friends, Wola",40,3.6,16,"Wola",52.230134,20.969321,"Kawiarnia",2,497904.687131502,5786635.31715886
"1253","Restauracja il giardino, Wola",90,3.5,15,"Wola",52.241129,20.981553,"W³oska",1,498740.418936297,5787857.9783862
"1254","Restauracja la vinotheque, Wola",140,3.4,7,"Wola",52.23349,20.98736,"W³oska",2,499136.778974951,5787008.22763101
"1255","Restauracja honest, Wola",127,2.9,22,"Wola",52.231089,20.995524,"Europejska",2,499694.304922975,5786741.10516292
"1256","Restauracja belgian chocolate shop, Wola",50,3.6,15,"Wola",52.24131,20.93087,"Desery",2,495279.748479897,5787880.20154662
"1257","Restauracja swagat indian restaurant, Wola",100,3.7,17,"Wola",52.221181,20.930643,"Indyjska",1,495262.106358141,5785641.32377096
"1258","Restauracja sen viet, Wola",50,3.6,19,"Wola",52.251075,20.985769,"Wietnamska",2,499028.509211943,5788964.18234577
"1259","Restauracja lolivo, Wola",100,3.4,27,"Wola",52.233949,20.990816,"W³oska",1,499372.805369287,5787059.24541916
"1260","Restauracja silver dragon, Wola",60,3.1,20,"Wola",52.234921,20.980444,"Azjatycka",1,498664.508901723,5787167.49878394
"1261","Restauracja amrit kebab, Wola",40,3.4,24,"Wola",52.238835,20.944333,"Kebab",2,496198.801322581,5787604.12226773
"1262","Restauracja pizza hut, Wola",80,2.7,18,"Wola",52.237247,20.978896,"Pizza",1,498558.870377621,5787426.24319187
"1263","Restauracja om sienna, Wola",75,3.6,23,"Wola",52.230268,20.991432,"Nepalska",3,499414.824902929,5786649.81275994
"1264","Restauracja green caffe nero, Wola",45,3.5,10,"Wola",52.24131,20.93087,"Kawiarnia",1,495279.748479897,5787880.20154662
"1265","Restauracja bella napoli, Wola",80,3.7,24,"Wola",52.231924,21.006727,"Pizza",2,500459.421849992,5786833.99178822
"1266","Restauracja zen thai, Wola",40,2.6,14,"Wola",52.24131,20.93087,"Wietnamska",3,495279.748479897,5787880.20154662
"1267","Restauracja umbria, Wola",90,3.5,19,"Wola",52.245652,20.961511,"Pizza",2,497372.196779373,5788361.59774191
"1268","Restauracja sushi king, Wola",150,3.6,18,"Wola",52.230361,20.993196,"Japoñska",2,499535.303099653,5786660.14411569
"1269","Restauracja i monelli, Wola",70,3.5,19,"Wola",52.23349,20.98736,"Pizza",2,499136.778974951,5787008.22763101
"1270","Restauracja kraina pierogów, Wola",35,3.6,16,"Wola",52.231924,21.006727,"Polska",1,500459.421849992,5786833.99178822
"1271","Restauracja noodle world, Wola",65,3.5,18,"Wola",52.233631,20.99103,"W³oska",3,499387.415500863,5787023.87331324
"1272","Restauracja loving hut, Wola",50,3.4,19,"Wola",52.231924,21.006727,"Wietnamska",3,500459.421849992,5786833.99178822
"1273","Restauracja pizzeria u dziadka, Wola",60,3.4,15,"Wola",52.231924,21.006727,"Pizza",1,500459.421849992,5786833.99178822
"1274","Restauracja biocultura cafe, Wola",40,3.5,13,"Wola",52.231924,21.006727,"Kawiarnia",7,500459.421849992,5786833.99178822
"1275","Restauracja mai, Wola",55,3.5,20,"Wola",52.238584,20.946972,"Wietnamska",4,496378.983934546,5787576.06906702
